Site	Fire	No.	Sherd	Part	Decorated	Weight	max thickness	exterior colour	core colour	interior	Inclusions	RIM_DIRECTION	LIP	RIM_LIP	radius	Burnished_inside	Burnished_outside	Multi-Impressed	Dash-Impressed_comb	LT-Impressed_comb	Fingernail	Punctate	Incised	Incised_comb	Grooved	Applique	Row_dashes_single	Row_dashes_multiple	Dots	Dashes	Dashes_slanted	Circles	Spikes	Stick	Columns_straight	Columns_slanted	Spaced_rows	Trails	Lines_straight	Lines_wavy	Lines_undulus	Tracks	Cresents	Triangles	Triangles_desc_dots	Single_col	Musical	Nubbin	Nubbin_donut	Agarabi_Adzera
NMH	N	19	NMH/19	rim	Y	12.5	11.16	tan4	salmon4	sienna3	Moderate	D	R	D_R	NA	N	N						Y				Y			Y																				notAdzera
NMH	N	20	NMH/20	rim	Y	9.9	7.07	sienna4	dark grey	tan4	Sparse	D	R	D_R	NA		Y						Y																				Y							notAdzera
NNA	N	12	NNA/12	rim	Y	29.3	11.63	sienna3	salmon4	sienna3	Abundant	D	R	D_R	9		Y		Y									Y		Y																				notAdzera
NNA	N	112	NNA/112	rim	N	114.6	13.23	salmon2	grey	salmon2	Moderate	D	R	D_R	9	Y	Y																																	notAdzera
NOT	N	6	NOT/6	body	N	63.2	9.55	salmon3	salmon3	salmon3	Moderate			_																																				notAdzera
NNA	N	10	NNA/10	rim	Y	65.7	11.25	salmon3	salmon4	salmon3	Abundant	D	T	D_T	12	N	Y		Y									Y		Y																				notAdzera
NNA	N	7	NNA/7	rim	Y	106.6	10.44	tan1	grey	sienna1	Moderate	D	T	D_T	23		Y		Y			Y						Y		Y			Y																	notAdzera
NNA	N	8	NNA/8	rim	Y	88.1	13.7	salmon3	salmon4	salmon3	Moderate	D	T	D_T	10				Y									Y		Y																				notAdzera
NNA	N	11	NNA/11	rim	Y	46.1	11.03	tan1	tan4	tan1	Moderate	D	T	D_T	10.5		Y		Y									Y		Y					Y															AMR
NOQ	Y	47	NOQ/47	rim	Y	22.2	12.66	FIRE	FIRE	FIRE	U	I	R	I_R	NA	Y				Y			Y				Y				Y														Y					Adzera
NOQ	Y	48	NOQ/48	rim	Y	19	13.14	FIRE	FIRE	FIRE	U	I	R	I_R	NA					Y			Y				Y				Y														Y					Adzera
NOQ	Y	100	NOQ/100	rim	Y	109.1	12.15	FIRE	FIRE	FIRE	U	I	R	I_R	13		Y			Y			Y				Y				Y																		Y	Adzera
NOQ	Y	103	NOQ/103	rim	Y	126.5	13.29	FIRE	FIRE	FIRE	U	I	R	I_R	12.5	Y				Y			Y			Y					Y																		Y	Adzera
NMH	N	21	NMH/21	rim	N	5.5	6.41	tan4	dark grey	dark grey	Abundant	NA	NA	NA_NA	na	Y	N																																	
NNA	N	6	NNA/6	rim	Y	117.8	11.3	tan1	salmon4	tan1	Sparse	O	D	O_D	11				Y					Y		Y									Y						Y							Y		AMR
NNA	Y	241	NNA/241	rim	Y	287.5	12.41	sienna1	FIRE	sienna1	U	O	D	O_D	10.5				Y			Y						Y		Y			Y																	AMR
NIE	N	229	NIE/229	rim	Y	100.8	10.56	tan4	grey	sienna3	Abundant	O	I	O_I	14	Y			Y																Y															AMR
NKC	N	15	NKC/15	rim	Y	36.6	12.39	salmon3	grey	salmon3	Moderate	O	I	O_I	11.5		Y		Y											Y																				AMR
NKC	N	23	NKC/23	rim	Y	5.8	7.91	sienna1	dark grey	salmon3	Moderate	O	I	O_I	NA	Y																																		notAdzera
NLX	N	6	NLX/6	rim	Y	93.1	10.7	sienna3	dark grey	sienna4	Abundant	O	I	O_I	13				Y																Y															AMR
NNA	N	16	NNA/16	rim	Y	262.5	11.97	sienna3	salmon4	sienna3	Abundant	O	I	O_I	10.5		N		Y			Y						Y		Y				Y																AMR
NNA	N	93	NNA/93	rim	Y	65.8	12.58	sienna1	dark grey	sienna3	Moderate	O	I	O_I	14				Y									Y		Y																				AMR
NNA	N	95	NNA/95	rim	Y	71.1	12.87	sienna1	sienna1	sienna1	Moderate	O	I	O_I	NA				Y					Y			Y	Y		Y					Y			Y						Y						AMR
NNA	Y	239	NNA/239	rim	Y	237.3	10.71	FIRE	FIRE	FIRE	U	O	I	O_I	10		Y		Y																Y															AMR
NNF	N	2	NNF/2	rim	Y	183.8	14.19	dark grey	salmon3	sienna4	Moderate	O	I	O_I	11	Y	Y							Y															Y	Y										Agarabi
NKD	N	59	NKD/59	rim	Y	27.8	9.6	tan1	dark grey	tan4	Abundant	O	NA	O_NA	12	N	N		Y											Y																				AMR
NLX	N	18	NLX/18	rim	N	32.2	9.26	dark grey	salmon4	tan4	Moderate	O	NA	O_NA	NA																																			AMR
NNA	N	89	NNA/89	rim	Y	257.4	10.27	tan4	salmon3	salmon3	Abundant	O	NA	O_NA	NA		Y		Y			Y					Y			Y		Y			Y															AMR
NNA	N	97	NNA/97	rim	Y	246.9	11.68	tan1	salmon3	tan1	Abundant	O	NA	O_NA	12		Y		Y					Y			Y			Y											Y									Agarabi
NNA	N	150	NNA/150	rim	Y	55.7	12.94	tan1	grey	sienna3	Moderate	O	NA	O_NA	NA				Y									Y		Y																				notAdzera
NNA	N	186	NNA/186	rim	Y	227.1	13.89	tan1	salmon4	sienna1	Moderate	O	NA	O_NA	13		Y		Y			Y						Y		Y			Y																	AMR
NNA	N	205	NNA/205	rim	Y	127	11.43	tan4	salmon4	tan4	Moderate	O	NA	O_NA	NA		Y		Y									Y		Y					Y															AMR
NNG	N	24	NNG/24	rim	N	39.7	10.23	tan1	dark grey	tan4	Moderate	O	NA	O_NA	NA	Y	Y																																	AMR
NKF	N	16	NKF/16	rim	Y	61.6	10.6	salmon4	salmon4	salmon4	Moderate	O	O	O_O	NA		Y		Y			Y			Y		Y			Y		Y																		AMR
NKF	N	14_15	NKF/14_15	rim	Y	64.3	11	salmon4	salmon4	salmon4	Moderate	O	O	O_O	12.5	Y	Y																																	AMR
NDO	N	134	NDO/134	rim	Y	79.9	11.97	salmon3	grey	salmon3	Moderate	O	R	O_R	9	N	N						Y	Y																Y							Y			notAdzera
NIC	N	8	NIC/8	rim	N	16.9	10.84	sienna3	dark grey	sienna3	Moderate	O	R	O_R	NA	N	N																																	AMR
NIC	N	53	NIC/53	rim	N	30.8	9.68	sienna4	dark grey	sienna3	Moderate	O	R	O_R	8																																			AMR
NIE	N	326	NIE/326	rim	Y	113	13.2	sienna4	sienna4	sienna3	Abundant	O	R	O_R	12	Y								Y															Y	Y										AMR
NIO	N	1	NIO/1	rim	N	225.5	12.7	dark grey	dark grey	dark grey	Moderate	O	R	O_R	11	Y																																		AMR
NKD	N	36	NKD/36	rim	Y	67.2	12.52	sienna4	sienna4	sienna4	Abundant	O	R	O_R	NA		Y																																	AMR
NKD	N	73	NKD/73	rim	N	82.4	7.08	salmon3	grey	sienna4	Sparse	O	R	O_R	10.5	N	N																																	AMR
NLX	N	3	NLX/3	rim	N	92.6	8.4	sienna4	sienna3	sienna4	Abundant	O	R	O_R	11.5		Y																																	AMR
NLX	N	12	NLX/12	rim	Y	134	10.84	tan4	dark grey	tan4	Sparse	O	R	O_R	14				Y					Y			Y	Y		Y										Y	Y									Agarabi
NNA	N	18	NNA/18	rim	Y	112.1	10.15	salmon3	salmon3	salmon3	Abundant	O	R	O_R	9				Y			Y						Y		Y			Y																	AMR
NNA	N	28	NNA/28	rim	Y	160.6	10.53	salmon3	grey	salmon3	Abundant	O	R	O_R	12	Y			Y			Y						Y		Y				Y	Y															AMR
NNA	N	40	NNA/40	rim	Y	286.8	16.5	sienna1	sienna1	tan4	Abundant	O	R	O_R	14.5				Y					Y				Y		Y										Y										AMR
NNA	N	42	NNA/42	rim	Y	128.3	10.6	salmon3	salmon3	salmon3	Abundant	O	R	O_R	NA		N		Y			Y						Y		Y			Y																	AMR
NNA	N	44	NNA/44	rim	Y	946.9	14.91	sienna1	salmon4	salmon3	Abundant	O	R	O_R	12.5				Y			Y						Y		Y			Y																	AMR
NNA	N	55	NNA/55	rim	Y	397.9	16.37	tan1	salmon3	sienna3	Abundant	O	R	O_R	10	Y	Y		Y			Y						Y		Y			Y																	AMR
NNA	N	67	NNA/67	rim	Y	110.9	10.86	salmon3	salmon4	salmon3	Abundant	O	R	O_R	NA	Y	Y		Y									Y		Y																				AMR
NNA	N	75	NNA/75	rim	Y	221.6	11.56	sienna3	salmon4	tan4	Abundant	O	R	O_R	10.5	N	N		Y			Y						Y		Y			Y																	AMR
NNA	N	81	NNA/81	rim	Y	294.5	11.38	tan4	salmon4	sienna3	Abundant	O	R	O_R	12		Y		Y									Y		Y					Y															AMR
NNA	N	94	NNA/94	rim	Y	53.7	10.75	salmon3	salmon3	salmon3	Abundant	O	R	O_R	NA				Y						Y		Y		Y																					AMR
NNA	N	4	NNA/4	rim	Y	391.6	13.03	tan1	salmon4	sienna4	Moderate	O	R	O_R	12		N		Y			Y				Y		Y		Y		Y																Y		AMR
NNA	N	15	NNA/15	rim	Y	432.7	12.48	sienna1	grey	grey	Moderate	O	R	O_R	12				Y			Y						Y		Y			Y																	AMR
NNA	N	20	NNA/20	rim	Y	128.1	13.8	sienna1	grey	sienna1	Moderate	O	R	O_R	14				Y									Y		Y																				AMR
NNA	N	22	NNA/22	rim	Y	172.2	11.62	salmon3	salmon3	salmon3	Moderate	O	R	O_R	11		N		Y			Y						Y		Y			Y																	AMR
NNA	N	23	NNA/23	rim	Y	40.3	10.14	grey	salmon4	sienna3	Moderate	O	R	O_R	NA		N		Y					Y												Y					Y									Agarabi
NNA	N	30	NNA/30	rim	Y	90	10.87	salmon2	dark grey	salmon3	Moderate	O	R	O_R	9				Y									Y		Y																				AMR
NNA	N	34	NNA/34	rim	Y	391.3	12.2	sienna4	salmon4	sienna1	Moderate	O	R	O_R	13.5				Y			Y						Y		Y			Y																	AMR
NNA	N	37	NNA/37	rim	Y	177.1	12.4	tan1	dark grey	tan1	Moderate	O	R	O_R	7.5		Y		Y									Y		Y																				AMR
NNA	N	50	NNA/50	rim	Y	65.6	12.3	sienna3	salmon3	salmon3	Moderate	O	R	O_R	13.5				Y									Y		Y																				AMR
NNA	N	52	NNA/52	rim	Y	41.6	11.92	salmon3	salmon3	tan4	Moderate	O	R	O_R	NA				Y									Y		Y																				AMR
NNA	N	53	NNA/53	rim	Y	90.3	14.46	tan1	grey	tan1	Moderate	O	R	O_R	11		Y		Y																															AMR
NNA	N	61	NNA/61	rim	Y	374.4	14.25	tan1	salmon3	salmon3	Moderate	O	R	O_R	13.5		Y					Y						Y					Y																	AMR
NNA	N	62	NNA/62	rim	Y	203.2	14.25	tan1	salmon4	sienna3	Moderate	O	R	O_R	12	Y			Y			Y						Y		Y																				AMR
NNA	N	63	NNA/63	rim	Y	229.8	12.28	sienna3	grey	salmon3	Moderate	O	R	O_R	8	Y			Y			Y						Y		Y			Y																	AMR
NNA	N	64	NNA/64	rim	Y	257.1	13.03	tan4	salmon4	salmon3	Moderate	O	R	O_R	11.5				Y			Y						Y		Y			Y																	AMR
NNA	N	65	NNA/65	rim	Y	216.3	11.82	sienna1	sienna3	sienna3	Moderate	O	R	O_R	11				Y			Y						Y		Y			Y																	AMR
NNA	N	66	NNA/66	rim	Y	97.3	12.52	salmon3	dark grey	salmon3	Moderate	O	R	O_R	NA		Y		Y									Y		Y																				AMR
NNA	N	68	NNA/68	rim	Y	167.3	11.1	salmon3	salmon4	salmon3	Moderate	O	R	O_R	12.5	Y	Y		Y									Y		Y						Y														AMR
NNA	N	69	NNA/69	rim	Y	210.5	12.2	tan1	salmon3	salmon3	Moderate	O	R	O_R	NA				Y								Y			Y					Y															AMR
NNA	N	73	NNA/73	rim	Y	247	12.88	tan4	dark grey	tan4	Moderate	O	R	O_R	13.5				Y									Y		Y						Y														AMR
NNA	N	74	NNA/74	rim	Y	434.6	11.81	salmon2	grey	tan1	Moderate	O	R	O_R	11.5				Y			Y						Y		Y			Y																	AMR
NNA	N	78	NNA/78	rim	Y	173.8	12.58	tan4	salmon4	salmon3	Moderate	O	R	O_R	11																																			AMR
NNA	N	79	NNA/79	rim	Y	165.9	14.47	salmon2	tan4	salmon2	Moderate	O	R	O_R	14				Y									Y		Y						Y								Y						AMR
NNA	N	80	NNA/80	rim	Y	354.6	13.83	salmon3	dark grey	sienna3	Moderate	O	R	O_R	14				Y						Y																			Y						AMR
NNA	N	91	NNA/91	rim	Y	99.8	13.18	tan4	salmon3	salmon3	Moderate	O	R	O_R	NA		Y		Y																Y															AMR
NNA	N	96	NNA/96	rim	Y	169.4	13.71	sienna3	salmon4	sienna3	Moderate	O	R	O_R	6.5	N			Y			Y						Y		Y			Y																	AMR
NNA	N	98	NNA/98	rim	Y	35.1	10.02	sienna3	salmon4	sienna3	Moderate	O	R	O_R	NA	Y																																		AMR
NNA	N	110	NNA/110	rim	N	250.1	9.2	sienna3	grey	salmon3	Moderate	O	R	O_R	19																																			AMR
NNA	N	111	NNA/111	rim	N	178.5	10.69	sienna1	sienna1	sienna1	Moderate	O	R	O_R	12		Y																																	AMR
NNA	N	113	NNA/113	rim	N	36.3	9.3	salmon3	salmon4	sienna3	Moderate	O	R	O_R	6.5	Y	N																																	AMR
NNA	N	114	NNA/114	rim	N	50	9.04	salmon3	tan4	salmon3	Moderate	O	R	O_R	16																																			AMR
NNA	N	2	NNA/2	rim	Y	88.3	6.94	salmon3	U	grey	U	O	R	O_R	4		N		Y								Y		Y						Y															AMR
NNA	Y	238	NNA/238	rim	Y	221.9	14.43	sienna1	sienna1	sienna1	U	O	R	O_R	11.5				Y									Y		Y																				AMR
NNA	Y	243	NNA/243	rim	Y	202.3	13.36	FIRE	FIRE	FIRE	U	O	R	O_R	14	N			Y			Y						Y		Y			Y		Y															AMR
NNA	Y	246	NNA/246	rim	Y	30.7	8.94	sienna1	sienna1	sienna1	U	O	R	O_R	NA				Y														Y			Y	Y													AMR
NNA	Y	248	NNA/248	rim	Y	193.4	8.25	sienna1	sienna1	sienna1	U	O	R	O_R	12.5		N		Y			Y						Y		Y			Y																	AMR
NNH	N	5	NNH/5	rim	N	21.6	10.09	tan4	salmon4	salmon4	Moderate	O	R	O_R	10	Y	N																							Y										AMR
NOT	N	5	NOT/5	rim	N	20.7	9.34	salmon3	salmon3	salmon3	Sparse	O	R	O_R	8.5																																			AMR
NGM	N	1	NGM/1	rim	Y	264.9	10.99	dark grey	salmon4	dark grey	Abundant	O	T	O_T	9.5	Y	N		Y			Y		Y			Y	Y		Y									Y											AMR
NIE	N	1	NIE/1	rim	Y	79.1	9.75	sienna1	sienna1	sienna1	Moderate	O	T	O_T		N	N		Y																Y															AMR
NIE	N	250	NIE/250	rim	Y	12.7	6.86	tan4	salmon2	tan4	Moderate	O	T	O_T	NA				Y																		Y													notAdzera
NIE	N	255	NIE/255	rim	Y	7	7	tan4	dark grey	tan4	Sparse	O	T	O_T	NA				Y																Y															AMR
NKD	N	64	NKD/64	rim	Y	2.8	9.13	tan4	salmon4	tan4	Moderate	O	T	O_T	NA		Y							Y																	Y									Agarabi
NKD	N	37	NKD/37	rim	Y	19.3	10.56	salmon3	grey	salmon3	Moderate	O	T	O_T	NA																																			AMR
NLX	N	16	NLX/16	rim	Y	28.9	5.61	sienna3	dark grey	dark grey	Abundant	O	T	O_T	9.5																																			AMR
NNA	N	19	NNA/19	rim	Y	80.1	12.2	salmon3	salmon4	salmon3	Abundant	O	T	O_T	15		N		Y									Y		Y																				AMR
NNA	N	24	NNA/24	rim	Y	277.2	13.68	sienna3	salmon4	sienna3	Abundant	O	T	O_T	13	Y	N		Y			Y						Y		Y			Y																	AMR
NNA	N	25	NNA/25	rim	Y	42.3	11.37	salmon3	salmon4	salmon3	Abundant	O	T	O_T	7	N	Y		Y									Y		Y																				AMR
NNA	N	27	NNA/27	rim	Y	65.2	9.81	salmon2	grey	salmon2	Abundant	O	T	O_T	14				Y									Y		Y																				AMR
NNA	N	32	NNA/32	rim	Y	129.2	11.12	sienna3	salmon3	sienna3	Abundant	O	T	O_T	7.5		Y					Y			Y		Y					Y																		AMR
NNA	N	39	NNA/39	rim	Y	147.8	12.23	salmon3	salmon3	salmon3	Abundant	O	T	O_T	11.5		N		Y									Y		Y																				AMR
NNA	N	43	NNA/43	rim	Y	464	11	salmon2	dark grey	salmon3	Abundant	O	T	O_T	14				Y									Y		Y														Y						AMR
NNA	N	59	NNA/59	rim	Y	70.2	12.07	salmon3	grey	sienna1	Abundant	O	T	O_T	12		Y		Y									Y		Y			Y																	AMR
NNA	N	88	NNA/88	rim	Y	224.6	15.3	dark grey	salmon4	tan4	Abundant	O	T	O_T	9				Y																Y															AMR
NNA	N	99	NNA/99	rim	Y	27.9	9.48	sienna3	dark grey	sienna4	Abundant	O	T	O_T	NA																																			AMR
NNA	N	107	NNA/107	rim	Y	12.4	11.41	sienna3	dark grey	grey	Abundant	O	T	O_T	NA																																			AMR
NNA	N	3	NNA/3	rim	Y	567.4	11.08	tan1	grey	sienna3	Moderate	O	T	O_T	14				Y			Y				Y	Y			Y			Y		Y	Y												Y		AMR
NNA	N	5	NNA/5	rim	Y	201.8	13.99	sienna4	salmon4	tan4	Moderate	O	T	O_T	9.5				Y			Y				Y		Y		Y				Y		Y												Y		AMR
NNA	N	17	NNA/17	rim	Y	112.7	10.72	sienna3	salmon4	salmon3	Moderate	O	T	O_T	10.5		N		Y									Y		Y					Y															AMR
NNA	N	31	NNA/31	rim	Y	132	12.35	sienna1	salmon4	sienna3	Moderate	O	T	O_T	10				Y			Y						Y		Y				Y																AMR
NNA	N	33	NNA/33	rim	Y	366.2	14.53	tan1	salmon4	tan1	Moderate	O	T	O_T	10		N		Y			Y						Y		Y			Y																	AMR
NNA	N	35	NNA/35	rim	Y	65.3	9.8	sienna3	salmon3	sienna3	Moderate	O	T	O_T	9.5		Y		Y									Y		Y																				AMR
NNA	N	45	NNA/45	rim	Y	349.5	12.38	tan1	salmon4	salmon3	Moderate	O	T	O_T	10				Y			Y						Y		Y			Y																	AMR
NNA	N	57	NNA/57	rim	Y	400.6	15.39	tan1	sienna3	sienna3	Moderate	O	T	O_T	11		Y		Y																															AMR
NNA	N	60	NNA/60	rim	Y	255.4	10.95	tan4	salmon4	salmon3	Moderate	O	T	O_T	11	Y			Y									Y		Y																				AMR
NNA	N	70	NNA/70	rim	Y	121.9	11.34	tan1	salmon4	salmon3	Moderate	O	T	O_T	10.5	N	N		Y									Y		Y																				AMR
NNA	N	76	NNA/76	rim	Y	402	15.39	tan4	salmon4	tan4	Moderate	O	T	O_T	10.5		Y		Y									Y		Y														Y						AMR
NNA	N	83	NNA/83	rim	Y	185.2	14.45	tan4	salmon4	tan4	Moderate	O	T	O_T	9		N		Y									Y		Y																				AMR
NNA	N	85	NNA/85	rim	Y	84.3	9.85	salmon3	salmon3	salmon3	Moderate	O	T	O_T	NA		N		Y			Y						Y		Y																				AMR
NNA	N	86	NNA/86	rim	Y	15.1	8.24	salmon3	salmon4	salmon3	Moderate	O	T	O_T	NA				Y									Y		Y																				AMR
NNA	N	92	NNA/92	rim	Y	80.9	13.7	salmon3	salmon3	tan4	Moderate	O	T	O_T	8.5	Y	N		Y									Y		Y																				AMR
NNA	N	100	NNA/100	rim	Y	42.6	14.16	sienna4	dark grey	sienna3	Moderate	O	T	O_T	NA																																			AMR
NNA	N	101	NNA/101	rim	Y	96.7	10.59	sienna4	salmon3	sienna4	Moderate	O	T	O_T	12																																			AMR
NNA	N	102	NNA/102	rim	Y	20.5	8.48	sienna4	salmon4	sienna4	Moderate	O	T	O_T	11																																			AMR
NNA	N	103	NNA/103	rim	Y	39.6	10.55	dark grey	dark grey	dark grey	Moderate	O	T	O_T	11.5																																			AMR
NNA	N	104	NNA/104	rim	Y	12.6	8.99	sienna4	sienna3	sienna3	Moderate	O	T	O_T	NA																																			AMR
NNA	N	105	NNA/105	rim	Y	21.6	8.57	salmon3	salmon3	salmon3	Moderate	O	T	O_T	NA																																			AMR
NNA	N	106	NNA/106	rim	Y	133	12.4	tan4	salmon4	sienna4	Moderate	O	T	O_T	NA	Y	Y																																	AMR
NNA	N	108	NNA/108	rim	Y	45.7	7.92	sienna3	grey	dark grey	Moderate	O	T	O_T	NA	N																																		AMR
NNA	N	109	NNA/109	rim	Y	121.5	8.01	tan4	grey	sienna3	Moderate	O	T	O_T	11																																			AMR
NNA	Y	242	NNA/242	rim	Y	164.2	9.13	sienna1	sienna1	sienna1	Moderate	O	T	O_T	10.5	N			Y																Y	Y						Y								AMR
NNA	Y	244	NNA/244	rim	Y	160.4	12.54	FIRE	FIRE	FIRE	Moderate	O	T	O_T	12		N		Y			Y						Y		Y		Y																		AMR
NNA	Y	245	NNA/245	rim	Y	166.4	12.69	FIRE	FIRE	FIRE	Moderate	O	T	O_T	11	N			Y			Y						Y		Y			Y																	AMR
NNA	Y	247	NNA/247	rim	Y	32.9	11.47	FIRE	FIRE	FIRE	Moderate	O	T	O_T	NA		Y																																	AMR
NNA	N	38	NNA/38	rim	Y	34.2	11.75	tan4	salmon2	salmon2	Sparse	O	T	O_T	NA				Y									Y		Y																				AMR
NNA	N	71	NNA/71	rim	Y	240.7	12.25	sienna3	dark grey	tan4	Sparse	O	T	O_T	12	Y	Y		Y				Y				Y	Y		Y			Y																	AMR
NNA	Y	36	NNA/36	rim	Y	338	13.64	FIRE	FIRE	FIRE	U	O	T	O_T	13	Y	N		Y				Y	Y			Y			Y				Y							Y									Agarabi
NNA	Y	41	NNA/41	rim	Y	309.2	12.02	FIRE	FIRE	FIRE	U	O	T	O_T	10	Y	Y		Y			Y		Y	Y			Y		Y			Y		Y				Y											AMR
NNA	N	237	NNA/237	rim	Y	67.5	8.55	salmon2	sienna1	sienna1	U	O	T	O_T	10.5				Y								Y			Y																				AMR
NOQ	Y	101	NOQ/101	rim	Y	49.4	9.9	FIRE	FIRE	FIRE	U	O	T	O_T	NA	Y	N						Y		Y			Y			Y																			Adzera
NOQ	Y	102	NOQ/102	rim	Y	37.7	10.85	sienna1	FIRE	sienna1	U	O	T	O_T	10		Y						Y		Y			Y			Y																			Adzera
NNJ	N	5	NNJ/5	rim	Y	47.5	11.3	tan4	grey	tan4	Abundant	O	W	O_W	NA	Y	Y							Y																										AMR
